 DATE-GMT,TIME-GMT,OBSPWR,FCSTPWR,ERR
20060101   ,100 ,      99.8,      88.3,     -11.5
20060101   ,200 ,     123.4,      20.4,    -103.0
20060101   ,300 ,     109.7,     344.6,     234.9
20060101   ,400 ,     123.0,     329.9,     206.9
20060101   ,500 ,      88.9,     292.4,     203.5
20060101   ,600 ,      45.8,     200.6,     154.8
20060101   ,700 ,      22.8,     158.9,     136.1
20060101   ,800 ,      26.6,      74.6,      47.9
20060101   ,900 ,       8.8,     104.5,      95.7
20060101   ,1000,       2.6,     136.0,     133.4
20060101   ,1100,      20.6,     324.1,     303.4
20060101   ,1200,      77.4,     315.2,     237.9
20060101   ,1300,      37.5,     333.3,     295.9
20060101   ,1400,      47.5,     359.5,     312.0
20060101   ,1500,     136.9,     270.7,     133.8
20060101   ,1600,     176.4,     294.3,     117.9
20060101   ,1700,     134.3,     285.2,     150.9
20060101   ,1800,      73.3,     309.7,     236.4
20060101   ,1900,      37.1,     288.5,     251.4
20060101   ,2000,      29.9,     228.9,     199.0
20060101   ,2100,      23.8,     269.1,     245.4
20060101   ,2200,      39.4,     214.0,     174.6
20060101   ,2300,      10.1,     252.3,     242.2
20060102   ,0   ,      33.9,     336.4,     302.6
20060102   ,100 ,      28.5,     308.1,     279.6
20060102   ,200 ,      40.9,     341.3,     300.4
20060102   ,300 ,      61.4,     325.5,     264.1
20060102   ,400 ,      62.1,     345.2,     283.1
20060102   ,500 ,      19.9,     241.4,     221.5
20060102   ,600 ,       4.1,     208.8,     204.7
20060102   ,700 ,      31.8,     160.5,     128.7
20060102   ,800 ,      84.4,     118.0,      33.6
20060102   ,900 ,     162.5,     203.2,      40.7
20060102   ,1000,     220.0,     176.2,     -43.8
20060102   ,1100,     181.9,     131.3,     -50.6
20060102   ,1200,     163.9,     230.0,      66.1
20060102   ,1300,     209.6,     261.9,      52.3
20060102   ,1400,     360.8,     301.8,     -59.0
20060102   ,1500,     410.6,     404.8,      -5.8
20060102   ,1600,     438.0,     434.8,      -3.2
20060102   ,1700,     442.6,     350.8,     -91.8
20060102   ,1800,     401.6,     372.0,     -29.6
20060102   ,1900,     498.3,     492.0,      -6.3
20060102   ,2000,     574.7,     479.2,     -95.5
20060102   ,2100,     693.5,     483.4,    -210.1
20060102   ,2200,     723.1,     452.2,    -270.9
20060102   ,2300,     684.7,     437.1,    -247.6
20060103   ,0   ,     623.9,     305.5,    -318.4
20060103   ,100 ,     558.5,     350.2,    -208.4
20060103   ,200 ,     623.1,     441.0,    -182.1
20060103   ,300 ,     625.3,     430.9,    -194.4
20060103   ,400 ,     421.1,     403.3,     -17.7
20060103   ,500 ,     446.0,     381.1,     -64.9
20060103   ,600 ,     467.7,     387.2,     -80.5
20060103   ,700 ,     437.9,     384.4,     -53.5
20060103   ,800 ,     534.3,     403.9,    -130.4
20060103   ,900 ,     558.7,     435.8,    -122.9
20060103   ,1000,     450.1,     479.0,      29.0
20060103   ,1100,     341.5,     414.6,      73.0
20060103   ,1200,     306.5,     379.5,      72.9
20060103   ,1300,     305.0,     360.9,      55.9
20060103   ,1400,     301.8,     248.2,     -53.5
20060103   ,1500,     335.9,     197.4,    -138.5
20060103   ,1600,     292.0,     230.4,     -61.5
20060103   ,1700,     124.7,     258.9,     134.2
20060103   ,1800,      33.9,     209.3,     175.4
20060103   ,1900,      14.0,     197.7,     183.7
20060103   ,2000,      12.1,     214.4,     202.3
20060103   ,2100,      10.9,     120.6,     109.7
20060103   ,2200,      21.0,     165.9,     144.9
20060103   ,2300,      64.0,     132.0,      68.0
20060104   ,0   ,      92.3,      24.4,     -67.9
20060104   ,100 ,     140.4,      82.3,     -58.1
20060104   ,200 ,     180.1,      79.2,    -101.0
20060104   ,300 ,     140.3,     114.3,     -26.0
20060104   ,400 ,      83.5,      57.0,     -26.5
20060104   ,500 ,      53.5,      18.8,     -34.7
20060104   ,600 ,      41.5,      19.7,     -21.8
20060104   ,700 ,      51.2,      40.2,     -11.0
20060104   ,800 ,      47.3,      88.5,      41.1
20060104   ,900 ,      62.4,     125.7,      63.3
20060104   ,1000,      72.8,     107.4,      34.7
20060104   ,1100,      93.1,     107.9,      14.8
20060104   ,1200,     118.2,      76.5,     -41.7
20060104   ,1300,      97.9,      52.3,     -45.6
20060104   ,1400,     127.5,     101.5,     -26.0
20060104   ,1500,     240.2,     141.9,     -98.2
20060104   ,1600,     316.3,     259.3,     -57.1
20060104   ,1700,     276.3,     259.5,     -16.8
20060104   ,1800,     226.7,     207.0,     -19.8
20060104   ,1900,     175.5,     238.0,      62.5
20060104   ,2000,      97.2,     142.7,      45.5
20060104   ,2100,      86.8,     120.5,      33.7
20060104   ,2200,     128.6,     117.6,     -11.0
20060104   ,2300,     230.7,      92.9,    -137.7
20060105   ,0   ,     233.7,      37.9,    -195.8
20060105   ,100 ,     136.4,      91.7,     -44.7
20060105   ,200 ,     142.9,      74.0,     -68.9
20060105   ,300 ,     158.2,     108.4,     -49.7
20060105   ,400 ,     190.2,      93.2,     -97.0
20060105   ,500 ,     198.0,     113.9,     -84.1
20060105   ,600 ,     149.2,      67.0,     -82.3
20060105   ,700 ,     125.3,      52.6,     -72.7
20060105   ,800 ,     108.4,      93.8,     -14.6
20060105   ,900 ,      97.5,     176.7,      79.2
20060105   ,1000,     138.1,     121.5,     -16.6
20060105   ,1100,     220.5,     156.8,     -63.8
20060105   ,1200,     448.6,     233.1,    -215.4
20060105   ,1300,     472.8,     176.5,    -296.3
20060105   ,1400,     612.0,     312.6,    -299.4
20060105   ,1500,     688.8,     409.4,    -279.4
20060105   ,1600,     616.3,     406.0,    -210.3
20060105   ,1700,     563.4,     426.7,    -136.7
20060105   ,1800,     512.5,     440.6,     -71.9
20060105   ,1900,     467.8,     376.6,     -91.2
20060105   ,2000,     419.2,     331.3,     -87.9
20060105   ,2100,     400.3,     355.9,     -44.4
20060105   ,2200,     351.9,     312.6,     -39.2
20060105   ,2300,     354.7,     345.2,      -9.5
20060106   ,0   ,     401.3,     247.0,    -154.3
20060106   ,100 ,     471.6,     252.0,    -219.6
20060106   ,200 ,     514.6,     304.2,    -210.4
20060106   ,300 ,     520.8,     267.9,    -252.9
20060106   ,400 ,     511.1,     316.2,    -194.9
20060106   ,500 ,     554.4,     401.3,    -153.1
20060106   ,600 ,     465.4,     328.1,    -137.3
20060106   ,700 ,     390.9,     314.1,     -76.8
20060106   ,800 ,     315.6,     327.6,      12.0
20060106   ,900 ,     276.4,     225.4,     -51.0
20060106   ,1000,     299.7,     305.9,       6.2
20060106   ,1100,     346.6,     292.1,     -54.5
20060106   ,1200,     334.8,     320.7,     -14.0
20060106   ,1300,     347.7,     285.1,     -62.5
20060106   ,1400,     318.8,     165.5,    -153.2
20060106   ,1500,     235.5,     177.0,     -58.5
20060106   ,1600,     231.3,     241.5,      10.3
20060106   ,1700,     205.0,     241.1,      36.1
20060106   ,1800,     141.6,     247.9,     106.4
20060106   ,1900,      92.9,     258.9,     166.0
20060106   ,2000,      49.8,     286.0,     236.2
20060106   ,2100,      53.0,     257.9,     204.9
20060106   ,2200,      67.8,     243.9,     176.1
20060106   ,2300,      61.9,     117.6,      55.7
20060107   ,0   ,      54.6,     113.2,      58.5
20060107   ,100 ,     109.3,     173.5,      64.2
20060107   ,200 ,     115.0,     180.9,      65.9
20060107   ,300 ,     154.5,     115.1,     -39.5
20060107   ,400 ,     203.5,     192.8,     -10.7
20060107   ,500 ,     229.2,     171.0,     -58.1
20060107   ,600 ,     228.9,     186.0,     -42.9
20060107   ,700 ,     274.7,     184.5,     -90.2
20060107   ,800 ,     347.4,     259.1,     -88.3
20060107   ,900 ,     393.4,     275.3,    -118.1
20060107   ,1000,     430.5,     236.3,    -194.2
20060107   ,1100,     392.6,     277.4,    -115.1
20060107   ,1200,     361.9,     277.8,     -84.0
20060107   ,1300,     376.9,     273.2,    -103.7
20060107   ,1400,     341.9,     298.7,     -43.3
20060107   ,1500,     330.7,     377.7,      47.0
20060107   ,1600,     385.9,     340.4,     -45.5
20060107   ,1700,     425.7,     335.1,     -90.6
20060107   ,1800,     300.6,     396.1,      95.5
20060107   ,1900,     258.8,     317.4,      58.6
20060107   ,2000,     332.3,     335.8,       3.5
20060107   ,2100,     326.5,     327.9,       1.4
20060107   ,2200,     297.9,     366.9,      69.0
20060107   ,2300,     265.6,     364.3,      98.6
20060108   ,0   ,     181.2,     354.3,     173.2
20060108   ,100 ,     177.2,     333.7,     156.5
20060108   ,200 ,     192.4,     334.8,     142.4
20060108   ,300 ,     191.8,     406.4,     214.6
20060108   ,400 ,     244.1,     416.1,     172.0
20060108   ,500 ,     214.2,     343.0,     128.7
20060108   ,600 ,     156.6,     442.5,     285.9
20060108   ,700 ,     101.5,     438.5,     337.0
20060108   ,800 ,      66.3,     470.9,     404.6
20060108   ,900 ,      50.4,     436.9,     386.5
20060108   ,1000,      49.2,     414.7,     365.5
20060108   ,1100,      24.1,     243.8,     219.6
20060108   ,1200,       2.3,      13.8,      11.6
20060108   ,1300,       0.0,      95.5,      95.5
20060108   ,1400,       0.0,       4.4,       4.4
20060108   ,1500,       5.5,      98.2,      92.7
20060108   ,1600,      23.0,      79.5,      56.5
20060108   ,1700,      47.1,      85.1,      38.0
20060108   ,1800,     109.0,      52.6,     -56.4
20060108   ,1900,     181.9,     106.2,     -75.7
20060108   ,2000,     241.0,      95.4,    -145.6
20060108   ,2100,     311.1,     181.6,    -129.5
20060108   ,2200,     394.0,     228.2,    -165.8
20060108   ,2300,     532.1,     378.3,    -153.9
20060109   ,0   ,     504.7,     400.2,    -104.4
20060109   ,100 ,     464.6,     355.5,    -109.0
20060109   ,200 ,     422.6,     323.6,     -99.0
20060109   ,300 ,     294.2,     303.5,       9.3
20060109   ,400 ,     237.3,     281.7,      44.4
20060109   ,500 ,     204.5,     317.9,     113.5
20060109   ,600 ,     146.0,     306.1,     160.1
20060109   ,700 ,     112.0,     311.9,     199.9
20060109   ,800 ,     131.2,     171.6,      40.4
20060109   ,900 ,      97.4,     123.8,      26.3
20060109   ,1000,      75.5,     237.9,     162.3
20060109   ,1100,      63.3,     240.6,     177.3
20060109   ,1200,     187.2,     219.2,      32.0
20060109   ,1300,     187.1,     242.2,      55.1
20060109   ,1400,     241.8,     263.7,      21.9
20060109   ,1500,     229.8,     267.1,      37.3
20060109   ,1600,     203.9,     224.0,      20.1
20060109   ,1700,      54.6,     214.3,     159.7
20060109   ,1800,      65.7,     118.5,      52.8
20060109   ,1900,     201.2,     199.7,      -1.5
20060109   ,2000,     214.1,     308.0,      93.9
20060109   ,2100,     284.4,     294.7,      10.3
20060109   ,2200,     372.4,     302.4,     -70.0
20060109   ,2300,     256.2,     298.1,      41.9
20060110   ,0   ,     266.6,     218.5,     -48.0
20060110   ,100 ,     166.8,     136.7,     -30.1
20060110   ,200 ,     115.6,     141.8,      26.2
20060110   ,300 ,     112.3,     141.8,      29.5
20060110   ,400 ,      85.6,     172.4,      86.9
20060110   ,500 ,      99.4,     227.5,     128.1
20060110   ,600 ,     133.0,     237.5,     104.5
20060110   ,700 ,     214.5,     248.6,      34.1
20060110   ,800 ,     268.8,     222.6,     -46.2
20060110   ,900 ,     243.6,     220.3,     -23.2
20060110   ,1000,     226.5,     289.8,      63.4
20060110   ,1100,     200.8,     248.5,      47.7
20060110   ,1200,     177.6,     216.2,      38.5
20060110   ,1300,     119.9,     271.8,     151.9
20060110   ,1400,     115.0,     322.0,     207.0
20060110   ,1500,     142.0,     346.4,     204.4
20060110   ,1600,     187.1,     344.5,     157.4
20060110   ,1700,     169.4,     380.1,     210.7
20060110   ,1800,     237.3,     311.4,      74.1
20060110   ,1900,     223.0,     286.3,      63.2
20060110   ,2000,     221.2,     292.4,      71.2
20060110   ,2100,     146.8,     292.2,     145.4
20060110   ,2200,      93.7,     250.8,     157.1
20060110   ,2300,     149.5,     321.2,     171.7
20060111   ,0   ,     217.2,     269.4,      52.2
20060111   ,100 ,     218.7,     313.3,      94.6
20060111   ,200 ,     166.8,     290.0,     123.2
20060111   ,300 ,     171.2,     343.9,     172.7
20060111   ,400 ,     171.4,     310.1,     138.7
20060111   ,500 ,     204.1,     210.4,       6.3
20060111   ,600 ,     202.7,     249.1,      46.5
20060111   ,700 ,     130.9,     304.8,     173.8
20060111   ,800 ,     193.2,     308.7,     115.5
20060111   ,900 ,     227.1,     305.2,      78.1
20060111   ,1000,     241.5,     255.6,      14.2
20060111   ,1100,     257.0,     253.2,      -3.8
20060111   ,1200,     292.8,     262.6,     -30.2
20060111   ,1300,     388.5,     186.8,    -201.7
20060111   ,1400,     307.1,     303.3,      -3.8
20060111   ,1500,     227.7,     283.8,      56.1
20060111   ,1600,     401.1,     341.7,     -59.4
20060111   ,1700,     377.3,     318.2,     -59.2
20060111   ,1800,     392.7,     276.4,    -116.3
20060111   ,1900,     459.3,     303.9,    -155.4
20060111   ,2000,     531.8,     377.1,    -154.7
20060111   ,2100,     588.6,     387.8,    -200.8
20060111   ,2200,     566.9,     414.1,    -152.8
20060111   ,2300,     581.1,     414.6,    -166.4
20060112   ,0   ,     563.4,     403.0,    -160.4
20060112   ,100 ,     613.7,     483.1,    -130.6
20060112   ,200 ,     659.5,     533.1,    -126.4
20060112   ,300 ,     662.7,     541.3,    -121.4
20060112   ,400 ,     561.8,     639.6,      77.8
20060112   ,500 ,     477.9,     501.2,      23.3
20060112   ,600 ,     469.1,     462.1,      -7.0
20060112   ,700 ,     498.1,     414.1,     -84.1
20060112   ,800 ,     595.2,     426.2,    -169.1
20060112   ,900 ,     591.0,     328.0,    -263.0
20060112   ,1000,     516.3,     273.8,    -242.4
20060112   ,1100,     453.6,     366.9,     -86.6
20060112   ,1200,     423.9,     299.3,    -124.6
20060112   ,1300,     365.8,     315.0,     -50.8
20060112   ,1400,     283.6,     341.6,      58.0
20060112   ,1500,     375.8,     361.4,     -14.3
20060112   ,1600,     513.7,     404.5,    -109.3
20060112   ,1700,     546.9,     454.8,     -92.1
20060112   ,1800,     506.6,     410.0,     -96.7
20060112   ,1900,     514.5,     460.6,     -53.9
20060112   ,2000,     479.0,     455.9,     -23.1
20060112   ,2100,     418.8,     439.1,      20.3
20060112   ,2200,     325.4,     382.8,      57.4
20060112   ,2300,     237.9,     344.7,     106.8
20060113   ,0   ,     297.4,     401.7,     104.3
20060113   ,100 ,     321.6,     307.7,     -13.9
20060113   ,200 ,     325.4,     300.0,     -25.4
20060113   ,300 ,     359.3,     292.8,     -66.6
20060113   ,400 ,     473.7,     306.4,    -167.3
20060113   ,500 ,     540.4,     306.9,    -233.4
20060113   ,600 ,     603.1,     257.6,    -345.5
20060113   ,700 ,     579.9,     253.4,    -326.5
20060113   ,800 ,     544.8,     130.9,    -413.9
20060113   ,900 ,     562.1,     208.5,    -353.6
20060113   ,1000,     541.8,     277.6,    -264.2
20060113   ,1100,     474.6,     237.0,    -237.6
20060113   ,1200,     421.9,     331.8,     -90.2
20060113   ,1300,     347.7,     287.6,     -60.1
20060113   ,1400,     277.8,     397.8,     120.0
20060113   ,1500,     244.4,     309.5,      65.0
20060113   ,1600,     274.7,     354.9,      80.1
20060113   ,1700,     247.5,     364.8,     117.3
20060113   ,1800,     158.3,     386.5,     228.2
20060113   ,1900,      38.0,     406.3,     368.3
20060113   ,2000,      27.9,     396.0,     368.1
20060113   ,2100,      47.5,     426.5,     379.0
20060113   ,2200,     214.4,     428.8,     214.4
20060113   ,2300,     560.1,     491.3,     -68.8
20060114   ,0   ,     493.0,     459.7,     -33.3
20060114   ,100 ,     435.5,     567.0,     131.5
20060114   ,200 ,     383.0,     525.9,     142.9
20060114   ,300 ,     420.0,     558.0,     137.9
20060114   ,400 ,     531.1,     558.0,      26.9
20060114   ,500 ,     580.8,     491.9,     -88.8
20060114   ,600 ,     653.3,     543.2,    -110.0
20060114   ,700 ,     702.6,     480.3,    -222.3
20060114   ,800 ,     716.3,     511.6,    -204.7
20060114   ,900 ,     718.3,     579.3,    -139.0
20060114   ,1000,     729.1,     608.4,    -120.7
20060114   ,1100,     724.8,     592.0,    -132.7
20060114   ,1200,     731.5,     635.1,     -96.4
20060114   ,1300,     739.1,     677.8,     -61.3
20060114   ,1400,     726.9,     642.4,     -84.4
20060114   ,1500,     735.0,     639.3,     -95.7
20060114   ,1600,     742.1,     601.0,    -141.1
20060114   ,1700,     738.3,     686.7,     -51.6
20060114   ,1800,     730.7,     577.1,    -153.6
20060114   ,1900,     709.7,     635.6,     -74.0
20060114   ,2000,     648.8,     655.7,       6.9
20060114   ,2100,     592.9,     694.6,     101.7
20060114   ,2200,     559.2,     531.0,     -28.2
20060114   ,2300,     568.5,     548.1,     -20.5
20060115   ,0   ,     583.0,     535.9,     -47.1
20060115   ,100 ,     606.6,     546.8,     -59.8
20060115   ,200 ,     505.0,     453.7,     -51.3
20060115   ,300 ,     267.9,     368.1,     100.1
20060115   ,400 ,     211.9,     366.1,     154.3
20060115   ,500 ,     234.5,     399.6,     165.1
20060115   ,600 ,     237.6,     293.4,      55.8
20060115   ,700 ,     156.8,     206.8,      50.1
20060115   ,800 ,      95.0,     197.3,     102.3
20060115   ,900 ,      76.5,     245.7,     169.2
20060115   ,1000,      56.9,      54.7,      -2.2
20060115   ,1100,      41.0,      86.5,      45.5
20060115   ,1200,      13.5,      36.6,      23.1
20060115   ,1300,      56.7,     104.6,      47.9
20060115   ,1400,      89.1,     146.8,      57.8
20060115   ,1500,      31.8,     169.1,     137.3
20060115   ,1600,       1.1,      34.8,      33.7
20060115   ,1700,       0.4,      30.9,      30.5
20060115   ,1800,       0.0,       7.3,       7.3
20060115   ,1900,       0.1,      52.4,      52.3
20060115   ,2000,       1.0,      41.2,      40.2
20060115   ,2100,      25.9,      44.8,      18.9
20060115   ,2200,      47.7,     130.9,      83.2
20060115   ,2300,      71.1,     161.5,      90.5
20060116   ,0   ,      95.4,     112.8,      17.5
20060116   ,100 ,      74.0,     131.0,      57.0
20060116   ,200 ,      56.1,     123.4,      67.2
20060116   ,300 ,      70.8,     167.6,      96.9
20060116   ,400 ,      86.2,      65.6,     -20.6
20060116   ,500 ,     106.7,      61.4,     -45.3
20060116   ,600 ,     135.4,      81.4,     -54.0
20060116   ,700 ,     164.6,      98.2,     -66.4
20060116   ,800 ,     175.2,      71.7,    -103.5
20060116   ,900 ,     204.2,      92.8,    -111.4
20060116   ,1000,     277.8,     202.7,     -75.0
20060116   ,1100,     318.1,     186.5,    -131.6
20060116   ,1200,     354.0,     274.4,     -79.6
20060116   ,1300,     416.0,     237.4,    -178.6
20060116   ,1400,     494.6,     205.1,    -289.5
20060116   ,1500,     448.8,     249.8,    -199.0
20060116   ,1600,     383.5,     348.5,     -35.0
20060116   ,1700,     393.0,     257.2,    -135.7
20060116   ,1800,     382.9,     288.8,     -94.1
20060116   ,1900,     319.8,     284.8,     -35.0
20060116   ,2000,     328.1,     230.3,     -97.8
20060116   ,2100,     278.4,     268.7,      -9.8
20060116   ,2200,     373.6,     258.1,    -115.5
20060116   ,2300,     526.0,     243.0,    -282.9
20060117   ,0   ,     308.9,     199.6,    -109.2
20060117   ,100 ,     282.4,     232.4,     -49.9
20060117   ,200 ,     288.3,     258.2,     -30.1
20060117   ,300 ,     324.7,     257.9,     -66.7
20060117   ,400 ,     366.3,     307.5,     -58.8
20060117   ,500 ,     394.7,     287.9,    -106.8
20060117   ,600 ,     351.7,     165.2,    -186.5
20060117   ,700 ,     375.7,     194.9,    -180.8
20060117   ,800 ,     399.5,     227.2,    -172.2
20060117   ,900 ,     456.2,     209.9,    -246.3
20060117   ,1000,     530.7,     239.5,    -291.1
20060117   ,1100,     563.4,     311.1,    -252.3
20060117   ,1200,     608.8,     366.7,    -242.1
20060117   ,1300,     650.3,     396.1,    -254.2
20060117   ,1400,     726.7,     469.6,    -257.1
20060117   ,1500,     741.2,     556.9,    -184.3
20060117   ,1600,     698.9,     605.5,     -93.5
20060117   ,1700,     698.1,     577.1,    -121.0
20060117   ,1800,     706.8,     602.1,    -104.8
20060117   ,1900,     731.6,     614.2,    -117.4
20060117   ,2000,     719.4,     592.8,    -126.6
20060117   ,2100,     705.8,     654.0,     -51.8
20060117   ,2200,     701.1,     579.3,    -121.7
20060117   ,2300,     627.1,     571.4,     -55.7
20060118   ,0   ,     256.4,     503.3,     246.9
20060118   ,100 ,      74.6,     540.2,     465.6
20060118   ,200 ,     110.9,     388.0,     277.1
20060118   ,300 ,     387.7,     364.0,     -23.7
20060118   ,400 ,     396.6,     406.3,       9.6
20060118   ,500 ,     330.6,     358.3,      27.7
20060118   ,600 ,     209.3,     251.9,      42.6
20060118   ,700 ,     201.0,     312.8,     111.8
20060118   ,800 ,     254.8,     306.1,      51.3
20060118   ,900 ,     236.9,     310.4,      73.6
20060118   ,1000,     335.1,     242.5,     -92.6
20060118   ,1100,     487.9,     276.2,    -211.7
20060118   ,1200,     590.9,     302.5,    -288.4
20060118   ,1300,     590.5,     191.1,    -399.3
20060118   ,1400,     650.1,     217.9,    -432.2
20060118   ,1500,     718.0,     312.4,    -405.6
20060118   ,1600,     735.1,     496.9,    -238.2
20060118   ,1700,     721.0,     517.2,    -203.8
20060118   ,1800,     730.8,     526.0,    -204.9
20060118   ,1900,     730.7,     635.0,     -95.8
20060118   ,2000,     730.0,     625.2,    -104.8
20060118   ,2100,     724.3,     627.4,     -96.9
20060118   ,2200,     723.5,     603.8,    -119.6
20060118   ,2300,     724.8,     590.7,    -134.0
20060119   ,0   ,     734.3,     560.7,    -173.5
20060119   ,100 ,     736.3,     572.5,    -163.8
20060119   ,200 ,     720.5,     593.6,    -126.9
20060119   ,300 ,     711.1,     493.8,    -217.3
20060119   ,400 ,     729.2,     515.1,    -214.1
20060119   ,500 ,     730.0,     773.0,      43.0
20060119   ,600 ,     719.2,     769.7,      50.5
20060119   ,700 ,     689.4,     765.3,      75.9
20060119   ,800 ,     563.0,     663.2,     100.3
20060119   ,900 ,     346.6,     681.0,     334.5
20060119   ,1000,     164.2,     439.9,     275.6
20060119   ,1100,      55.2,     403.7,     348.5
20060119   ,1200,      32.3,     376.2,     343.9
20060119   ,1300,      65.3,     440.7,     375.3
20060119   ,1400,     114.8,     379.7,     264.9
20060119   ,1500,     144.7,     376.0,     231.4
20060119   ,1600,     125.8,     393.3,     267.5
20060119   ,1700,     116.2,     304.1,     187.9
20060119   ,1800,     116.5,     297.9,     181.4
20060119   ,1900,     102.0,     137.5,      35.5
20060119   ,2000,      93.2,      32.6,     -60.5
20060119   ,2100,     100.6,      45.8,     -54.8
20060119   ,2200,     140.6,      52.1,     -88.5
20060119   ,2300,     214.6,      54.2,    -160.4
20060120   ,0   ,     283.5,      97.2,    -186.3
20060120   ,100 ,     317.2,     173.1,    -144.1
20060120   ,200 ,     347.1,     214.1,    -132.9
20060120   ,300 ,     335.0,     179.8,    -155.2
20060120   ,400 ,     350.9,     170.3,    -180.6
20060120   ,500 ,     329.0,      92.1,    -236.8
20060120   ,600 ,     273.6,      98.8,    -174.9
20060120   ,700 ,     260.4,     102.3,    -158.1
20060120   ,800 ,     200.2,     139.1,     -61.0
20060120   ,900 ,     152.1,     130.3,     -21.8
20060120   ,1000,     343.9,     267.0,     -76.9
20060120   ,1100,     320.8,     235.3,     -85.4
20060120   ,1200,     329.6,     349.1,      19.5
20060120   ,1300,     232.9,     306.7,      73.9
20060120   ,1400,     243.6,     304.8,      61.2
20060120   ,1500,     396.4,     354.0,     -42.4
20060120   ,1600,     482.5,     287.7,    -194.8
20060120   ,1700,     488.9,     248.5,    -240.4
20060120   ,1800,     393.4,     230.0,    -163.4
20060120   ,1900,     228.7,     145.3,     -83.4
20060120   ,2000,      79.8,     245.5,     165.8
20060120   ,2100,      26.1,     178.4,     152.3
20060120   ,2200,       2.7,     224.0,     221.3
20060120   ,2300,       0.0,     159.1,     159.1
20060121   ,0   ,       0.0,     160.4,     160.3
20060121   ,100 ,      32.8,      98.6,      65.8
20060121   ,200 ,     136.0,     108.4,     -27.6
20060121   ,300 ,      45.0,      71.8,      26.9
20060121   ,400 ,      61.3,      44.9,     -16.4
20060121   ,500 ,       7.2,      53.9,      46.7
20060121   ,600 ,       5.4,      18.2,      12.8
20060121   ,700 ,      47.8,      29.0,     -18.8
20060121   ,800 ,     163.7,      55.6,    -108.1
20060121   ,900 ,     307.6,      64.8,    -242.8
20060121   ,1000,     418.9,     166.9,    -252.0
20060121   ,1100,     401.4,     201.7,    -199.8
20060121   ,1200,     532.1,     142.9,    -389.1
20060121   ,1300,     584.2,     189.6,    -394.6
20060121   ,1400,     542.4,     162.5,    -379.9
20060121   ,1500,     469.6,     157.8,    -311.8
20060121   ,1600,     395.1,     171.7,    -223.4
20060121   ,1700,     287.9,     207.3,     -80.6
20060121   ,1800,     274.4,      99.5,    -174.9
20060121   ,1900,     253.1,     179.6,     -73.5
20060121   ,2000,     168.5,     171.6,       3.1
20060121   ,2100,     133.7,     173.1,      39.3
20060121   ,2200,      75.9,     162.2,      86.3
20060121   ,2300,      95.8,     137.1,      41.3
20060122   ,0   ,     112.2,     153.8,      41.6
20060122   ,100 ,      70.2,     114.4,      44.2
20060122   ,200 ,      53.2,     161.5,     108.3
20060122   ,300 ,     115.0,     157.1,      42.2
20060122   ,400 ,     190.0,     134.2,     -55.8
20060122   ,500 ,     196.9,     175.4,     -21.5
20060122   ,600 ,     213.7,     175.5,     -38.2
20060122   ,700 ,     222.6,     155.7,     -66.9
20060122   ,800 ,     219.0,     160.6,     -58.4
20060122   ,900 ,     255.3,     196.9,     -58.5
20060122   ,1000,     284.8,     167.7,    -117.1
20060122   ,1100,     393.0,     184.9,    -208.1
20060122   ,1200,     529.9,     353.8,    -176.1
20060122   ,1300,     527.0,     335.1,    -191.9
20060122   ,1400,     578.3,     282.0,    -296.3
20060122   ,1500,     556.0,     230.6,    -325.4
20060122   ,1600,     486.4,     174.7,    -311.7
20060122   ,1700,     436.2,     193.6,    -242.6
20060122   ,1800,     384.0,     171.0,    -213.0
20060122   ,1900,     349.4,      92.8,    -256.6
20060122   ,2000,     310.7,     200.7,    -109.9
20060122   ,2100,     236.8,     168.0,     -68.9
20060122   ,2200,     183.5,     148.6,     -34.9
20060122   ,2300,     144.1,     121.1,     -23.0
20060123   ,0   ,     159.2,     157.2,      -1.9
20060123   ,100 ,     189.0,      62.4,    -126.6
20060123   ,200 ,     216.7,     109.7,    -107.0
20060123   ,300 ,     223.0,      77.6,    -145.4
20060123   ,400 ,     223.9,     128.2,     -95.7
20060123   ,500 ,     202.9,     130.0,     -72.9
20060123   ,600 ,     136.6,     145.5,       8.9
20060123   ,700 ,      99.4,     179.6,      80.1
20060123   ,800 ,      86.7,     107.1,      20.3
20060123   ,900 ,      45.8,     140.8,      95.0
20060123   ,1000,      39.1,     163.6,     124.5
20060123   ,1100,      58.3,     172.4,     114.1
20060123   ,1200,     100.5,     140.9,      40.3
20060123   ,1300,      89.0,     168.5,      79.5
20060123   ,1400,     195.7,     179.4,     -16.2
20060123   ,1500,     254.0,     111.9,    -142.1
20060123   ,1600,     204.7,     129.7,     -75.0
20060123   ,1700,     155.3,     137.7,     -17.6
20060123   ,1800,     210.3,      68.1,    -142.2
20060123   ,1900,     224.4,     105.0,    -119.4
20060123   ,2000,     237.4,      70.0,    -167.4
20060123   ,2100,     296.7,     119.5,    -177.2
20060123   ,2200,     305.5,     154.3,    -151.2
20060123   ,2300,     280.2,     222.6,     -57.6
20060124   ,0   ,     371.7,     252.1,    -119.6
20060124   ,100 ,     403.4,     321.2,     -82.1
20060124   ,200 ,     486.5,     357.9,    -128.6
20060124   ,300 ,     565.2,     483.2,     -82.0
20060124   ,400 ,     581.0,     519.2,     -61.8
20060124   ,500 ,     601.9,     473.0,    -128.9
20060124   ,600 ,     563.0,     463.6,     -99.4
