 DATE-GMT,TIME-GMT,OBSPWR,FCSTPWR,ERR
20060607   ,900 ,     278.2,     190.4,     -87.8
20060607   ,1000,     231.0,     145.8,     -85.2
20060607   ,1100,     161.8,     211.8,      50.1
20060607   ,1200,      98.1,     133.0,      34.9
20060607   ,1300,      85.1,     145.4,      60.4
20060607   ,1400,      35.8,     131.3,      95.6
20060607   ,1500,      22.4,      67.2,      44.9
20060607   ,1600,      29.9,      52.3,      22.4
20060607   ,1700,      43.2,      44.2,       1.0
20060607   ,1800,      26.8,      25.8,      -1.0
20060607   ,1900,      47.9,      79.5,      31.6
20060607   ,2000,     278.6,     170.8,    -107.9
20060607   ,2100,     237.6,     189.3,     -48.3
20060607   ,2200,      23.6,      67.2,      43.6
20060607   ,2300,       6.3,      65.2,      58.9
20060608   ,0   ,      28.1,      18.8,      -9.3
20060608   ,100 ,      49.0,      28.1,     -20.9
20060608   ,200 ,      83.1,      44.0,     -39.1
20060608   ,300 ,      38.6,      42.4,       3.8
20060608   ,400 ,       1.3,       2.7,       1.4
20060608   ,500 ,       0.0,      15.6,      15.6
20060608   ,600 ,       7.4,       6.0,      -1.5
20060608   ,700 ,      71.5,      13.5,     -58.0
20060608   ,800 ,      89.5,      17.7,     -71.8
20060608   ,900 ,      94.4,      73.7,     -20.6
20060608   ,1000,      66.9,     124.0,      57.1
20060608   ,1100,      28.4,      73.3,      44.9
20060608   ,1200,      14.8,      53.2,      38.5
20060608   ,1300,       5.8,      52.5,      46.7
20060608   ,1400,      11.8,     166.8,     155.0
20060608   ,1500,      15.8,     146.7,     130.9
20060608   ,1600,      35.7,     117.1,      81.4
20060608   ,1700,      26.6,     126.6,     100.1
20060608   ,1800,      18.4,     136.1,     117.7
20060608   ,1900,      13.9,      47.2,      33.2
20060608   ,2000,       9.9,      73.0,      63.1
20060608   ,2100,       9.3,      39.0,      29.7
20060608   ,2200,       7.7,      92.8,      85.1
20060608   ,2300,      29.5,     101.2,      71.7
20060609   ,0   ,      24.5,      33.4,       9.0
20060609   ,100 ,      34.0,      64.5,      30.5
20060609   ,200 ,     178.5,     146.2,     -32.3
20060609   ,300 ,     486.9,     253.1,    -233.7
20060609   ,400 ,     394.3,     281.2,    -113.1
20060609   ,500 ,     330.6,     345.0,      14.4
20060609   ,600 ,     364.9,     348.0,     -16.9
20060609   ,700 ,     364.9,     389.9,      25.0
20060609   ,800 ,     300.8,     400.7,      99.9
20060609   ,900 ,     282.6,     394.9,     112.3
20060609   ,1000,     301.7,     397.6,      95.9
20060609   ,1100,     240.5,     360.6,     120.1
20060609   ,1200,     192.7,     300.2,     107.5
20060609   ,1300,     282.4,     238.4,     -44.0
20060609   ,1400,     387.0,     241.1,    -146.0
20060609   ,1500,     479.0,     265.4,    -213.6
20060609   ,1600,     424.6,     242.8,    -181.7
20060609   ,1700,     413.6,     229.3,    -184.3
20060609   ,1800,     372.7,     159.6,    -213.1
20060609   ,1900,     357.0,     183.1,    -173.9
20060609   ,2000,     371.1,     206.8,    -164.4
20060609   ,2100,     408.9,     191.9,    -217.0
20060609   ,2200,     488.3,     149.0,    -339.3
20060609   ,2300,     555.7,     264.9,    -290.7
20060610   ,0   ,     595.3,     304.3,    -291.0
20060610   ,100 ,     459.2,     372.2,     -87.0
20060610   ,200 ,     362.1,     339.1,     -23.0
20060610   ,300 ,     485.1,     325.6,    -159.5
20060610   ,400 ,     342.4,     293.5,     -48.9
20060610   ,500 ,     283.3,     290.1,       6.8
20060610   ,600 ,     271.1,     320.6,      49.6
20060610   ,700 ,     261.3,     335.9,      74.6
20060610   ,800 ,     217.5,     305.6,      88.0
20060610   ,900 ,     169.9,     253.8,      83.9
20060610   ,1000,     128.4,     270.6,     142.2
20060610   ,1100,      79.2,     182.0,     102.8
20060610   ,1200,      34.8,     115.8,      81.0
20060610   ,1300,      14.8,     105.9,      91.1
20060610   ,1400,      12.6,     131.3,     118.8
20060610   ,1500,      18.3,      93.7,      75.4
20060610   ,1600,      50.1,      52.3,       2.2
20060610   ,1700,      56.7,      59.2,       2.5
20060610   ,1800,      24.8,      53.6,      28.8
20060610   ,1900,      18.6,      51.5,      32.8
20060610   ,2000,      22.9,      88.5,      65.7
20060610   ,2100,      23.2,      27.9,       4.7
20060610   ,2200,       8.7,      34.5,      25.8
20060610   ,2300,       5.3,      15.1,       9.8
20060611   ,0   ,       2.1,       2.8,       0.8
20060611   ,100 ,       0.0,      20.3,      20.3
20060611   ,200 ,       1.3,       3.0,       1.7
20060611   ,300 ,      22.3,      36.6,      14.3
20060611   ,400 ,     222.4,     114.3,    -108.1
20060611   ,500 ,     116.4,     339.7,     223.3
20060611   ,600 ,      89.0,     280.5,     191.5
20060611   ,700 ,      95.3,     336.0,     240.8
20060611   ,800 ,      98.9,     448.7,     349.8
20060611   ,900 ,      98.5,     385.5,     287.0
20060611   ,1000,      59.8,     242.4,     182.6
20060611   ,1100,      43.3,     202.2,     158.9
20060611   ,1200,      58.1,     186.2,     128.1
20060611   ,1300,      32.9,      94.1,      61.1
20060611   ,1400,      18.8,     114.9,      96.2
20060611   ,1500,      26.3,      41.5,      15.2
20060611   ,1600,      64.2,      69.5,       5.4
20060611   ,1700,      57.1,     101.1,      44.0
20060611   ,1800,      18.1,     117.3,      99.2
20060611   ,1900,       6.8,     104.8,      98.0
20060611   ,2000,       9.4,      79.7,      70.2
20060611   ,2100,      48.7,      43.7,      -5.0
20060611   ,2200,      25.5,     103.7,      78.1
20060611   ,2300,       4.2,     101.2,      97.0
20060612   ,0   ,      11.4,     104.9,      93.4
20060612   ,100 ,       8.6,     139.5,     130.9
20060612   ,200 ,       2.5,     142.5,     140.0
20060612   ,300 ,       0.0,      50.1,      50.1
20060612   ,400 ,       7.9,      24.2,      16.3
20060612   ,500 ,       7.9,       9.1,       1.2
20060612   ,600 ,       2.2,       7.8,       5.6
20060612   ,700 ,      43.8,      45.5,       1.7
20060612   ,800 ,      73.5,      72.7,      -0.9
20060612   ,900 ,     103.8,      61.1,     -42.7
20060612   ,1000,      67.8,     101.7,      33.9
20060612   ,1100,      62.4,     106.7,      44.3
20060612   ,1200,      43.0,     112.9,      69.9
20060612   ,1300,      37.7,      28.6,      -9.1
20060612   ,1400,      85.8,      68.8,     -16.9
20060612   ,1500,      98.8,      82.1,     -16.7
20060612   ,1600,      56.0,      28.7,     -27.3
20060612   ,1700,      31.2,      51.8,      20.6
20060612   ,1800,      25.8,      72.1,      46.3
20060612   ,1900,      29.0,      41.8,      12.8
20060612   ,2000,      21.3,      43.0,      21.7
20060612   ,2100,      11.4,      91.7,      80.3
20060612   ,2200,       6.2,     120.9,     114.7
20060612   ,2300,       1.8,     180.6,     178.8
20060613   ,0   ,       0.0,     212.6,     212.5
20060613   ,100 ,       0.0,     166.0,     166.0
20060613   ,200 ,       0.0,     146.9,     146.9
20060613   ,300 ,       0.0,      58.3,      58.3
20060613   ,400 ,       0.0,     136.6,     136.6
20060613   ,500 ,       0.0,     134.6,     134.6
20060613   ,600 ,       0.0,     120.6,     120.6
20060613   ,700 ,       0.0,      43.8,      43.8
20060613   ,800 ,       0.0,      77.2,      77.2
20060613   ,900 ,       0.0,     122.8,     122.8
20060613   ,1000,       0.5,     145.4,     144.9
20060613   ,1100,      12.2,     151.2,     139.0
20060613   ,1200,       0.5,      72.7,      72.1
20060613   ,1300,       1.8,       9.5,       7.8
20060613   ,1400,      45.0,     111.2,      66.2
20060613   ,1500,       8.9,      81.3,      72.4
20060613   ,1600,       0.2,      50.3,      50.2
20060613   ,1700,       0.1,     124.7,     124.7
20060613   ,1800,       1.8,      91.3,      89.5
20060613   ,1900,       3.5,      78.9,      75.4
20060613   ,2000,       6.8,      33.4,      26.6
20060613   ,2100,      16.4,      72.6,      56.1
20060613   ,2200,      22.8,      37.2,      14.4
20060613   ,2300,      21.1,      67.4,      46.3
20060614   ,0   ,      11.3,      82.4,      71.1
20060614   ,100 ,      58.5,      64.8,       6.3
20060614   ,200 ,      93.3,     145.5,      52.3
20060614   ,300 ,      39.5,      95.8,      56.2
20060614   ,400 ,      19.1,      47.6,      28.5
20060614   ,500 ,      13.7,      57.4,      43.7
20060614   ,600 ,       4.1,      13.2,       9.1
20060614   ,700 ,       0.4,      19.2,      18.9
20060614   ,800 ,       1.9,      78.3,      76.4
20060614   ,900 ,       3.4,      67.9,      64.5
20060614   ,1000,       2.2,      54.6,      52.4
20060614   ,1100,      14.8,      95.1,      80.2
20060614   ,1200,       9.2,      34.5,      25.3
20060614   ,1300,       9.7,      31.8,      22.1
20060614   ,1400,      18.8,      67.4,      48.6
20060614   ,1500,       8.2,      78.0,      69.8
20060614   ,1600,      10.4,      73.9,      63.5
20060614   ,1700,      13.5,      86.3,      72.8
20060614   ,1800,      14.0,      47.6,      33.6
20060614   ,1900,      21.6,      42.0,      20.4
20060614   ,2000,      43.1,     114.0,      70.8
20060614   ,2100,      47.3,     161.9,     114.7
20060614   ,2200,      42.5,      35.0,      -7.5
20060614   ,2300,      35.1,      27.9,      -7.2
20060615   ,0   ,      26.0,      16.2,      -9.8
20060615   ,100 ,      15.7,      24.9,       9.2
20060615   ,200 ,      15.3,      19.8,       4.5
20060615   ,300 ,      20.6,      34.5,      13.9
20060615   ,400 ,      23.5,      17.9,      -5.6
20060615   ,500 ,       2.4,      53.8,      51.5
20060615   ,600 ,       0.6,     115.0,     114.4
20060615   ,700 ,       1.5,     115.5,     114.0
20060615   ,800 ,       1.7,      56.4,      54.6
20060615   ,900 ,       2.4,      72.2,      69.9
20060615   ,1000,       1.5,      57.3,      55.8
20060615   ,1100,       2.0,      24.2,      22.2
20060615   ,1200,       0.7,      24.9,      24.2
20060615   ,1300,       5.0,      17.3,      12.3
20060615   ,1400,       1.5,      12.0,      10.5
20060615   ,1500,       5.6,       8.1,       2.5
20060615   ,1600,       4.0,       0.9,      -3.1
20060615   ,1700,       8.8,       2.6,      -6.3
20060615   ,1800,      12.6,      62.9,      50.3
20060615   ,1900,       3.9,      24.8,      20.9
20060615   ,2000,       2.5,      36.7,      34.3
20060615   ,2100,       8.3,      68.6,      60.3
20060615   ,2200,      26.6,      13.0,     -13.6
20060615   ,2300,      29.3,       7.0,     -22.2
20060616   ,0   ,      28.2,      24.1,      -4.1
20060616   ,100 ,      58.2,      18.1,     -40.1
20060616   ,200 ,      97.5,      34.9,     -62.6
20060616   ,300 ,     144.2,      80.6,     -63.6
20060616   ,400 ,     255.6,     191.3,     -64.3
20060616   ,500 ,     363.0,     212.9,    -150.1
20060616   ,600 ,     431.5,     212.3,    -219.2
20060616   ,700 ,     364.4,     131.3,    -233.1
20060616   ,800 ,     363.2,     159.6,    -203.6
20060616   ,900 ,     462.1,     131.5,    -330.6
20060616   ,1000,     449.9,     151.3,    -298.6
20060616   ,1100,     400.9,     194.5,    -206.4
20060616   ,1200,     375.6,     102.2,    -273.4
20060616   ,1300,     261.0,     131.5,    -129.5
20060616   ,1400,     236.9,     220.8,     -16.2
20060616   ,1500,     273.1,     238.6,     -34.4
20060616   ,1600,     265.8,     178.1,     -87.7
20060616   ,1700,     291.0,     250.1,     -40.9
20060616   ,1800,     340.5,     225.5,    -115.1
20060616   ,1900,     472.7,     166.4,    -306.3
20060616   ,2000,     487.2,     192.7,    -294.5
20060616   ,2100,     557.5,     251.4,    -306.1
20060616   ,2200,     635.3,     303.8,    -331.5
20060616   ,2300,     669.0,     321.8,    -347.2
20060617   ,0   ,     668.4,     293.1,    -375.3
20060617   ,100 ,     504.1,     297.7,    -206.4
20060617   ,200 ,     372.6,     323.1,     -49.6
20060617   ,300 ,     419.7,     336.2,     -83.5
20060617   ,400 ,     547.5,     415.2,    -132.3
20060617   ,500 ,     605.4,     348.8,    -256.6
20060617   ,600 ,     565.2,     330.0,    -235.2
20060617   ,700 ,     517.8,     229.0,    -288.8
20060617   ,800 ,     437.7,     265.5,    -172.2
20060617   ,900 ,     345.5,     342.1,      -3.4
20060617   ,1000,     333.2,     289.7,     -43.5
20060617   ,1100,     440.0,     191.1,    -249.0
20060617   ,1200,     445.6,     202.1,    -243.5
20060617   ,1300,     393.3,     152.9,    -240.4
20060617   ,1400,     342.7,     168.1,    -174.7
20060617   ,1500,     297.9,     121.3,    -176.6
20060617   ,1600,     248.8,      95.2,    -153.7
20060617   ,1700,     258.8,     123.9,    -134.8
20060617   ,1800,     288.0,     194.8,     -93.2
20060617   ,1900,     362.3,     248.2,    -114.1
20060617   ,2000,     419.7,     296.0,    -123.7
20060617   ,2100,     509.0,     406.7,    -102.4
20060617   ,2200,     562.6,     334.4,    -228.2
20060617   ,2300,     535.1,     246.0,    -289.1
20060618   ,0   ,     583.7,     308.6,    -275.1
20060618   ,100 ,     492.3,     259.7,    -232.6
20060618   ,200 ,     349.6,     238.5,    -111.2
20060618   ,300 ,     388.8,     276.7,    -112.1
20060618   ,400 ,     458.2,     310.7,    -147.5
20060618   ,500 ,     514.1,     286.5,    -227.6
20060618   ,600 ,     490.7,     251.1,    -239.7
20060618   ,700 ,     480.6,     313.7,    -166.9
20060618   ,800 ,     477.7,     305.6,    -172.1
20060618   ,900 ,     439.9,     356.0,     -83.9
20060618   ,1000,     397.2,     359.8,     -37.4
20060618   ,1100,     445.9,     326.2,    -119.7
20060618   ,1200,     426.8,     263.1,    -163.8
20060618   ,1300,     389.1,     221.6,    -167.5
20060618   ,1400,     358.5,     181.6,    -176.9
20060618   ,1500,     472.9,     297.2,    -175.7
20060618   ,1600,     598.4,     325.4,    -273.0
20060618   ,1700,     617.7,     460.9,    -156.8
20060618   ,1800,     591.0,     391.9,    -199.1
20060618   ,1900,     667.7,     417.0,    -250.7
20060618   ,2000,     707.9,     410.5,    -297.3
20060618   ,2100,     715.6,     501.7,    -213.9
20060618   ,2200,     724.3,     485.1,    -239.3
20060618   ,2300,     724.5,     584.1,    -140.4
20060619   ,0   ,     713.6,     536.3,    -177.3
20060619   ,100 ,     562.2,     401.8,    -160.4
20060619   ,200 ,     402.7,     310.6,     -92.2
20060619   ,300 ,     428.8,     512.9,      84.1
20060619   ,400 ,     410.9,     532.8,     121.9
20060619   ,500 ,     344.6,     611.2,     266.5
20060619   ,600 ,     371.3,     513.0,     141.8
20060619   ,700 ,     256.2,     501.3,     245.0
20060619   ,800 ,     228.0,     481.1,     253.1
20060619   ,900 ,     234.8,     459.2,     224.4
20060619   ,1000,     274.5,     514.3,     239.8
20060619   ,1100,     280.1,     485.8,     205.7
20060619   ,1200,     240.8,     341.5,     100.7
20060619   ,1300,     217.4,     261.4,      44.0
20060619   ,1400,     251.0,     129.6,    -121.4
20060619   ,1500,     187.3,     103.1,     -84.2
20060619   ,1600,     239.3,     106.9,    -132.4
20060619   ,1700,     389.8,     197.9,    -191.9
20060619   ,1800,     489.1,     275.5,    -213.6
20060619   ,1900,     510.5,     272.7,    -237.9
20060619   ,2000,     382.1,     274.8,    -107.3
20060619   ,2100,      55.3,     205.4,     150.2
20060619   ,2200,     100.7,     138.8,      38.1
20060619   ,2300,     381.1,     265.1,    -116.0
20060620   ,0   ,     306.3,     189.6,    -116.7
20060620   ,100 ,     136.4,     153.2,      16.8
20060620   ,200 ,     102.5,     164.2,      61.7
20060620   ,300 ,      14.1,     159.2,     145.1
20060620   ,400 ,      11.2,     201.8,     190.6
20060620   ,500 ,      94.8,     194.7,      99.9
20060620   ,600 ,     100.7,      39.0,     -61.7
20060620   ,700 ,     116.4,      41.8,     -74.6
20060620   ,800 ,     119.0,      71.2,     -47.9
20060620   ,900 ,     131.2,      92.3,     -39.0
20060620   ,1000,     120.1,      51.9,     -68.2
20060620   ,1100,      84.7,      54.5,     -30.1
20060620   ,1200,      43.5,      27.0,     -16.4
20060620   ,1300,      17.4,      10.6,      -6.8
20060620   ,1400,       3.9,       3.0,      -0.8
20060620   ,1500,       7.0,      15.8,       8.8
20060620   ,1600,       6.4,       3.3,      -3.1
20060620   ,1700,       1.3,       2.7,       1.4
20060620   ,1800,       0.2,       2.2,       1.9
20060620   ,1900,       0.2,      66.0,      65.8
20060620   ,2000,       3.3,      72.4,      69.1
20060620   ,2100,       4.6,      47.6,      43.0
20060620   ,2200,       3.4,     135.0,     131.6
20060620   ,2300,      13.2,     131.4,     118.2
20060621   ,0   ,      43.5,     151.3,     107.9
20060621   ,100 ,      71.7,     181.0,     109.3
20060621   ,200 ,     136.5,     183.1,      46.6
20060621   ,300 ,     192.5,     297.1,     104.6
20060621   ,400 ,     218.3,     330.8,     112.5
20060621   ,500 ,     285.0,     322.1,      37.0
20060621   ,600 ,     265.8,     287.2,      21.4
20060621   ,700 ,     308.8,     258.0,     -50.8
20060621   ,800 ,     271.5,     268.4,      -3.1
20060621   ,900 ,     254.4,     297.9,      43.4
20060621   ,1000,     235.6,     345.4,     109.8
20060621   ,1100,     314.9,     230.6,     -84.3
20060621   ,1200,     356.4,     251.5,    -104.9
20060621   ,1300,     431.9,     249.2,    -182.7
20060621   ,1400,     364.6,     270.1,     -94.5
20060621   ,1500,     318.9,     264.5,     -54.3
20060621   ,1600,     366.6,     259.6,    -107.0
20060621   ,1700,     475.3,     363.3,    -112.0
20060621   ,1800,     464.9,     326.5,    -138.4
20060621   ,1900,     502.5,     314.2,    -188.3
20060621   ,2000,     559.6,     355.3,    -204.4
20060621   ,2100,     640.5,     479.6,    -160.8
20060621   ,2200,     577.1,     391.7,    -185.4
20060621   ,2300,     576.6,     391.9,    -184.7
20060622   ,0   ,     569.5,     477.8,     -91.7
20060622   ,100 ,     636.8,     392.4,    -244.4
20060622   ,200 ,     647.4,     326.3,    -321.0
20060622   ,300 ,     584.4,     469.5,    -114.9
20060622   ,400 ,     357.0,     386.7,      29.7
20060622   ,500 ,     346.0,     511.4,     165.4
20060622   ,600 ,     286.8,     380.5,      93.6
20060622   ,700 ,     285.3,     340.0,      54.7
20060622   ,800 ,     165.4,     291.2,     125.8
20060622   ,900 ,     144.0,     283.6,     139.6
20060622   ,1000,     213.1,     151.2,     -61.9
20060622   ,1100,     354.2,     204.5,    -149.7
20060622   ,1200,     286.7,     213.9,     -72.8
20060622   ,1300,     132.8,     147.9,      15.2
20060622   ,1400,     116.9,      94.4,     -22.5
20060622   ,1500,      56.3,      49.7,      -6.6
20060622   ,1600,      92.3,      36.9,     -55.4
20060622   ,1700,     294.4,      90.9,    -203.4
20060622   ,1800,     465.6,     180.3,    -285.3
20060622   ,1900,     504.4,     296.9,    -207.4
20060622   ,2000,     467.6,     345.9,    -121.7
20060622   ,2100,     339.2,     291.5,     -47.7
20060622   ,2200,     354.9,     326.2,     -28.6
20060622   ,2300,     510.4,     399.4,    -111.0
20060623   ,0   ,     347.4,     450.5,     103.1
20060623   ,100 ,     299.6,     287.0,     -12.6
20060623   ,200 ,     248.7,     333.0,      84.3
20060623   ,300 ,     142.9,     374.9,     232.0
20060623   ,400 ,      88.0,     317.4,     229.4
20060623   ,500 ,     128.3,     255.4,     127.2
20060623   ,600 ,     215.0,     140.3,     -74.7
20060623   ,700 ,     164.7,     145.9,     -18.8
20060623   ,800 ,     122.4,     132.0,       9.6
20060623   ,900 ,      79.6,     210.7,     131.1
20060623   ,1000,      90.8,     210.4,     119.7
20060623   ,1100,      89.3,     123.1,      33.8
20060623   ,1200,      76.5,     107.7,      31.2
20060623   ,1300,      43.8,      86.1,      42.3
20060623   ,1400,      21.7,     222.5,     200.8
20060623   ,1500,      17.6,     183.7,     166.1
20060623   ,1600,      14.1,     126.2,     112.1
20060623   ,1700,      20.8,     167.2,     146.4
20060623   ,1800,      12.5,     137.0,     124.5
20060623   ,1900,      27.0,     162.6,     135.6
20060623   ,2000,      24.8,     180.1,     155.3
20060623   ,2100,      33.1,     162.9,     129.8
20060623   ,2200,      34.9,      47.9,      12.9
20060623   ,2300,      23.3,      37.7,      14.4
20060624   ,0   ,      11.1,      72.9,      61.8
20060624   ,100 ,       3.8,       9.3,       5.5
20060624   ,200 ,       0.1,      15.7,      15.7
20060624   ,300 ,       0.0,      38.4,      38.4
20060624   ,400 ,       0.0,      35.5,      35.5
20060624   ,500 ,       0.0,      54.9,      54.9
20060624   ,600 ,       0.0,      84.0,      84.0
20060624   ,700 ,       0.0,      10.1,      10.1
20060624   ,800 ,       0.0,      22.6,      22.6
20060624   ,900 ,       0.0,      30.3,      30.3
20060624   ,1000,       0.0,     594.3,     594.3
20060624   ,1100,       0.0,     600.3,     600.3
20060624   ,1200,       0.0,     491.8,     491.8
20060624   ,1300,       0.0,     379.8,     379.8
20060624   ,1400,       0.0,     371.3,     371.3
20060624   ,1500,       2.0,     457.9,     456.0
20060624   ,1600,       6.2,     441.7,     435.4
20060624   ,1700,       6.9,     586.6,     579.7
20060624   ,1800,       9.9,     567.2,     557.2
20060624   ,1900,      11.3,     582.2,     570.9
20060624   ,2000,      32.2,     516.4,     484.2
20060624   ,2100,      71.8,      69.2,      -2.6
20060624   ,2200,      74.0,      80.1,       6.1
20060624   ,2300,      63.5,      86.7,      23.1
20060625   ,0   ,      75.8,     222.3,     146.5
20060625   ,100 ,      99.1,     240.1,     141.0
20060625   ,200 ,     137.5,     321.2,     183.7
20060625   ,300 ,     126.2,     352.1,     225.8
20060625   ,400 ,     113.9,     374.0,     260.1
20060625   ,500 ,      82.0,     256.2,     174.2
20060625   ,600 ,      33.4,     233.7,     200.3
20060625   ,700 ,       4.4,     274.4,     270.0
20060625   ,800 ,       0.0,     207.0,     207.0
20060625   ,900 ,       0.0,     151.0,     151.0
20060625   ,1000,       0.0,     250.4,     250.4
20060625   ,1100,      11.2,     283.3,     272.1
20060625   ,1200,      36.6,     218.5,     182.0
20060625   ,1300,       2.9,     175.7,     172.8
20060625   ,1400,       0.6,     178.1,     177.5
20060625   ,1500,       4.4,     120.1,     115.8
20060625   ,1600,       9.7,     113.1,     103.4
20060625   ,1700,      23.7,     136.8,     113.1
20060625   ,1800,      37.1,     142.4,     105.2
20060625   ,1900,      67.5,     124.6,      57.1
20060625   ,2000,      82.4,      96.7,      14.3
20060625   ,2100,     103.8,     203.7,      99.9
20060625   ,2200,     112.1,     124.7,      12.6
20060625   ,2300,     176.5,     135.1,     -41.4
20060626   ,0   ,     300.7,     151.7,    -149.0
20060626   ,100 ,     277.7,     112.5,    -165.2
20060626   ,200 ,     248.0,     136.0,    -112.0
20060626   ,300 ,     168.8,     118.7,     -50.1
20060626   ,400 ,     103.7,     215.4,     111.7
20060626   ,500 ,     116.6,     313.2,     196.6
20060626   ,600 ,     117.4,     247.1,     129.7
20060626   ,700 ,     108.5,     229.8,     121.3
20060626   ,800 ,     114.3,     169.9,      55.6
20060626   ,900 ,     141.4,     160.5,      19.1
20060626   ,1000,     109.0,     142.5,      33.5
20060626   ,1100,      46.7,     153.7,     107.0
20060626   ,1200,      19.7,     136.3,     116.6
20060626   ,1300,       0.9,     129.4,     128.6
20060626   ,1400,       0.0,     100.1,     100.1
20060626   ,1500,       0.1,     116.7,     116.6
20060626   ,1600,       0.9,     122.0,     121.2
20060626   ,1700,       3.4,     127.3,     123.8
20060626   ,1800,       7.2,      44.2,      37.1
20060626   ,1900,      30.0,      44.6,      14.6
20060626   ,2000,      31.8,      65.7,      33.9
20060626   ,2100,      42.0,      77.7,      35.7
20060626   ,2200,      48.5,     144.5,      95.9
20060626   ,2300,      21.0,      75.3,      54.3
20060627   ,0   ,      14.0,      35.6,      21.6
20060627   ,100 ,      24.3,      66.9,      42.6
20060627   ,200 ,      17.4,      54.2,      36.8
20060627   ,300 ,      18.8,      49.3,      30.4
20060627   ,400 ,       3.5,      55.1,      51.7
20060627   ,500 ,       0.4,      95.0,      94.7
20060627   ,600 ,       0.0,      58.4,      58.4
20060627   ,700 ,       1.0,     115.7,     114.7
20060627   ,800 ,      15.7,      60.0,      44.3
20060627   ,900 ,       1.8,     107.8,     106.0
20060627   ,1000,       0.7,     153.8,     153.0
20060627   ,1100,       3.1,     139.2,     136.1
20060627   ,1200,       4.3,      93.6,      89.3
20060627   ,1300,       0.0,      41.5,      41.5
20060627   ,1400,       0.0,      47.5,      47.5
20060627   ,1500,       1.9,      38.4,      36.5
20060627   ,1600,       0.3,       7.2,       6.9
20060627   ,1700,       6.8,      10.2,       3.4
20060627   ,1800,       2.3,      12.6,      10.4
20060627   ,1900,       3.8,       0.7,      -3.1
20060627   ,2000,     119.0,      42.7,     -76.3
20060627   ,2100,     176.9,      31.1,    -145.8
20060627   ,2200,      33.5,      29.0,      -4.5
20060627   ,2300,     387.4,      62.8,    -324.6
20060628   ,0   ,     223.6,     167.7,     -55.9
20060628   ,100 ,      83.0,     104.4,      21.4
20060628   ,200 ,      17.0,     139.6,     122.6
20060628   ,300 ,      33.2,      88.2,      55.0
20060628   ,400 ,      59.9,      31.0,     -28.9
20060628   ,500 ,      32.5,      23.6,      -8.9
20060628   ,600 ,      21.2,      25.1,       3.9
20060628   ,700 ,      27.6,      49.9,      22.3
20060628   ,800 ,      46.0,     122.9,      76.9
20060628   ,900 ,       5.4,      33.7,      28.4
20060628   ,1000,       0.1,      36.7,      36.7
20060628   ,1100,       0.0,      74.8,      74.8
20060628   ,1200,       0.0,      78.9,      78.9
20060628   ,1300,       0.0,      65.6,      65.6
20060628   ,1400,       0.3,       8.8,       8.5
20060628   ,1500,       2.5,       5.2,       2.7
20060628   ,1600,       9.8,      12.8,       2.9
20060628   ,1700,      10.9,      15.2,       4.3
20060628   ,1800,      24.1,       3.5,     -20.6
20060628   ,1900,      27.6,      48.5,      21.0
20060628   ,2000,      21.3,      73.0,      51.7
20060628   ,2100,     120.9,      58.0,     -62.9
20060628   ,2200,     264.8,     171.1,     -93.7
20060628   ,2300,     133.8,      23.8,    -109.9
20060629   ,0   ,      95.9,      39.9,     -55.9
20060629   ,100 ,      57.7,      68.9,      11.2
20060629   ,200 ,     223.3,      57.8,    -165.4
20060629   ,300 ,     144.3,     116.6,     -27.7
20060629   ,400 ,       8.8,      47.9,      39.1
20060629   ,500 ,      39.3,     135.8,      96.5
20060629   ,600 ,      18.9,     144.4,     125.5
20060629   ,700 ,       8.8,      48.1,      39.3
20060629   ,800 ,      16.5,      71.9,      55.4
20060629   ,900 ,      36.8,      73.0,      36.1
20060629   ,1000,      44.2,      94.3,      50.0
20060629   ,1100,      54.3,      97.2,      42.9
20060629   ,1200,      32.6,      31.1,      -1.5
20060629   ,1300,      18.5,      74.3,      55.8
20060629   ,1400,      13.4,      89.6,      76.2
20060629   ,1500,       1.5,      73.7,      72.2
20060629   ,1600,       9.1,      35.5,      26.5
20060629   ,1700,      29.2,      43.7,      14.5
20060629   ,1800,       8.2,      70.4,      62.2
20060629   ,1900,       7.5,      61.1,      53.6
20060629   ,2000,       6.0,      39.5,      33.5
20060629   ,2100,      19.9,      80.9,      61.1
20060629   ,2200,      52.5,     110.9,      58.4
20060629   ,2300,      34.9,      50.6,      15.7
20060630   ,0   ,       7.2,      67.9,      60.7
20060630   ,100 ,       3.5,      75.4,      71.9
20060630   ,200 ,       1.6,      61.7,      60.2
20060630   ,300 ,       9.6,       6.8,      -2.8
20060630   ,400 ,      22.2,      29.8,       7.6
20060630   ,500 ,      57.8,     178.0,     120.2
20060630   ,600 ,      99.3,     236.7,     137.5
20060630   ,700 ,     155.0,     170.3,      15.3
20060630   ,800 ,     186.6,     172.7,     -13.9
20060630   ,900 ,     250.3,     250.0,      -0.3
20060630   ,1000,     266.3,     150.5,    -115.8
20060630   ,1100,     308.5,     149.2,    -159.3
20060630   ,1200,     405.5,     105.5,    -300.0
20060630   ,1300,     258.8,     124.8,    -134.0
20060630   ,1400,     155.9,     141.5,     -14.5
20060630   ,1500,      87.6,     150.1,      62.5
20060630   ,1600,      41.7,     176.5,     134.8
20060630   ,1700,      26.2,     186.8,     160.6
20060630   ,1800,       1.8,     203.3,     201.5
20060630   ,1900,     109.2,     251.6,     142.4
